orig_filename	new_filename	is_cake	category
bakers.fresh_post_5_25_2021_8_35_10 AM2581106640116187989.jpg	birthday-yellow-black-spiral-candles-025.jpg	yes	birthday
bakers.fresh_post_5_30_2022_5_19_35 PM2849537607224612015.jpg	birthday-mint-white-chocolate-drip-026.jpg	yes	birthday
bakers.fresh_post_6_14_2019_11_25_30 PM2066239214932365479.jpg	birthday-rainbow-butterscotch-sitanshu-027.jpg	yes	birthday
bakers.fresh_post_6_20_2020_2_10_33 PM2335576473732012306.jpg	birthday-chocolate-colorful-candy-028.jpg	yes	birthday
bakers.fresh_post_6_21_2020_1_23_46 PM2336277701600375347.jpg	birthday-chocolate-candy-gems-029.jpg	yes	birthday
bakers.fresh_post_6_25_2019_4_11_58 PM2073993540887051341.jpg	birthday-gold-star-first-birthday-030.jpg	yes	birthday
bakers.fresh_post_6_26_2022_7_27_07 AM2868808356624013677.jpg	birthday-yellow-monster-cake-031.jpg	yes	birthday
bakers.fresh_post_6_5_2020_11_14_26 AM2324616191610316658.jpg	birthday-black-white-multicolor-cake-032.jpg	yes	birthday
bakers.fresh_post_6_5_2020_11_14_53 AM2324616422188077954.jpg	birthday-black-chocolate-sprinkle-033.jpg	yes	birthday
bakers.fresh_post_6_5_2020_11_15_08 AM2324616544007479290.jpg	birthday-chocolate-velvet-drip-034.jpg	yes	birthday
bakers.fresh_post_6_5_2020_11_15_27 AM2324616706100470550.jpg	birthday-chocolate-gemstone-cake-035.jpg	yes	birthday
bakers.fresh_post_6_6_2022_7_22_43 PM2854673015238081671.jpg	birthday-chocolate-brown-shards-036.jpg	yes	birthday
bakers.fresh_post_7_13_2019_11_01_15 PM2087245507306012702.jpg	birthday-brown-white-swirl-pattern-037.jpg	yes	birthday
bakers.fresh_post_7_14_2020_1_35_16 AM2352590938163812814.jpg	birthday-butterscotch-glory-black-orange-038.jpg	yes	birthday
bakers.fresh_post_7_3_2020_3_46_32 PM2345046865655817226.jpg	birthday-pineapple-bliss-yellow-orange-039.jpg	yes	birthday
bakers.fresh_post_7_5_2019_12_35_40 PM2081132433814007787.jpg	birthday-pink-geometric-quilted-party-040.jpg	yes	birthday
bakers.fresh_post_8_30_2020_11_27_37 AM2386953538162816440.jpg	birthday-black-gold-rose-drip-041.jpg	yes	birthday
bakers.fresh_post_8_5_2019_5_08_09 PM2103737628846209993.jpg	birthday-chocolate-claw-birthday-042.jpg	yes	birthday
bakers.fresh_post_8_7_2020_11_21_28 PM2370642991708626185.jpg	birthday-white-rosette-confetti-043.jpg	yes	birthday
bakers.fresh_post_9_13_2021_3_42_30 PM2661771833325813574.jpg	birthday-pink-drip-balloon-044.jpg	yes	birthday
bakers.fresh_post_9_6_2019_3_48_01 PM2126890113920224411.jpg	birthday-white-drip-name-045.jpg	yes	birthday
bakers.fresh_post_9_8_2020_12_33_51 PM2393509861289583439.jpg	birthday-white-floral-cupcake-set-046.jpg	yes	birthday
bakers.fresh_post_2_22_2023_4_06_56 PM3043740937009129796.jpg	cupcakes-oreo-brownie-pairs-001.jpg	yes	cupcakes
bakers.fresh_post_10_20_2023_2_58_00 PM3217652415686295435.jpg	kids-theme-minecraft-7th-birthday-001.jpg	yes	kids-theme
bakers.fresh_post_11_15_2022_6_49_48 PM2972070114079874487.jpg	kids-theme-gym-fitness-dumbbell-blue-002.jpg	yes	kids-theme
bakers.fresh_post_11_21_2022_12_28_47 PM2976226998429005962.jpg	kids-theme-frozen-elsa-anna-olaf-003.jpg	yes	kids-theme
bakers.fresh_post_11_22_2022_3_34_18 PM2977045141942455856.jpg	kids-theme-rainbow-candyland-stars-004.jpg	yes	kids-theme
bakers.fresh_post_11_22_2022_6_49_27 PM2977143367836208224.jpg	kids-theme-avengers-superhero-divyan-005.jpg	yes	kids-theme
bakers.fresh_post_1_9_2024_2_48_13 PM3276354325567781016.jpg	kids-theme-barbie-pink-dress-doll-006.jpg	yes	kids-theme
bakers.fresh_post_2_18_2023_1_27_46 PM3040761725200271005.jpg	kids-theme-blue-balloon-priam-5-007.jpg	yes	kids-theme
bakers.fresh_post_2_18_2023_4_51_53 PM3040864456279658479.jpg	kids-theme-camping-adventure-2tier-008.jpg	yes	kids-theme
bakers.fresh_post_2_19_2023_12_14_25 PM3041449578349684268.jpg	kids-theme-pink-princess-girl-topper-009.jpg	yes	kids-theme
bakers.fresh_post_2_22_2023_7_29_57 PM3043843118643870688.jpg	kids-theme-rainbow-unicorn-colorful-010.jpg	yes	kids-theme
bakers.fresh_post_2_3_2023_1_15_47 PM3029884057741289494.jpg	kids-theme-unicorn-rainbow-face-011.jpg	yes	kids-theme
bakers.fresh_post_2_7_2022_11_03_11 PM2768535662914656061.jpg	kids-theme-giraffe-safari-yellow-012.jpg	yes	kids-theme
bakers.fresh_post_2_7_2025_11_42_40 AM3562547348188433229.jpg	kids-theme-ocean-sea-creatures-2-013.jpg	yes	kids-theme
bakers.fresh_post_2_8_2022_10_37_47 AM2768885267350633947.jpg	kids-theme-giraffe-spotted-yellow-014.jpg	yes	kids-theme
bakers.fresh_post_3_16_2023_10_09_09 PM3059868309357665206.jpg	kids-theme-anime-fire-character-2tier-015.jpg	yes	kids-theme
bakers.fresh_post_3_28_2024_6_01_41 PM3333708986796487526.jpg	kids-theme-bee-honeycomb-yellow-pink-016.jpg	yes	kids-theme
bakers.fresh_post_3_2_2022_10_48_37 AM2784835784706632132.jpg	kids-theme-construction-yellow-hat-2tier-017.jpg	yes	kids-theme
bakers.fresh_post_3_2_2023_10_32_00 AM3049370562548698986.jpg	kids-theme-cat-figures-turquoise-pink-018.jpg	yes	kids-theme
bakers.fresh_post_4_12_2023_9_45_02 AM3079062733286193708.jpg	kids-theme-peppa-pig-rainbow-drip-019.jpg	yes	kids-theme
bakers.fresh_post_4_19_2021_4_48_49 PM2555263178917713045.jpg	kids-theme-influencer-girl-social-media-020.jpg	yes	kids-theme
bakers.fresh_post_4_21_2021_10_45_08 AM2556529679830108048.jpg	kids-theme-hot-air-balloon-teddy-bear-021.jpg	yes	kids-theme
bakers.fresh_post_4_6_2023_1_37_22 PM3074831012369988416.jpg	kids-theme-cocomelon-rainbow-4th-birthday-022.jpg	yes	kids-theme
bakers.fresh_post_5_19_2022_9_13_40 AM2841320507469335787.jpg	kids-theme-minnie-mouse-red-rosette-023.jpg	yes	kids-theme
bakers.fresh_post_6_1_2020_10_52_06 AM2321705844947765700.jpg	kids-theme-barbie-doll-pink-yellow-rainbow-024.jpg	yes	kids-theme
bakers.fresh_post_6_24_2019_12_50_54 PM2073167566876241265.jpg	kids-theme-barbie-princess-cake-025.jpg	yes	kids-theme
bakers.fresh_post_6_9_2020_7_02_14 PM2327750743459374408.jpg	kids-theme-creamsoda-character-birthday-026.jpg	yes	kids-theme
bakers.fresh_post_7_12_2023_10_21_35 AM3145035721866913495.jpg	kids-theme-shin-chan-4th-birthday-multi-tier-027.jpg	yes	kids-theme
bakers.fresh_post_8_25_2020_11_47_30 PM2383702059729597546.jpg	kids-theme-chocolate-panda-bear-028.jpg	yes	kids-theme
bakers.fresh_post_8_30_2023_11_27_08 AM3180582719216877674.jpg	kids-theme-unicorn-rainbow-029.jpg	yes	kids-theme
bakers.fresh_post_8_7_2023_4_41_49 PM3164071269461687789.jpg	kids-theme-boss-baby-first-030.jpg	yes	kids-theme
bakers.fresh_post_9_17_2021_9_22_11 PM2664841902305968648.jpg	kids-theme-superman-blue-tier-031.jpg	yes	kids-theme
bakers.fresh_post_9_25_2021_3_21_16 PM2670458451087796426.jpg	kids-theme-barbie-pink-doll-032.jpg	yes	kids-theme
bakers.fresh_post_9_29_2021_4_11_29 PM2673382826111916887.jpg	kids-theme-bear-polka-dot-blue-033.jpg	yes	kids-theme
bakers.fresh_post_9_4_2021_5_58_06 AM2654954711337540924.jpg	kids-theme-bear-heart-pink-first-034.jpg	yes	kids-theme
akku_sassy_classy_post_6_18_2024_11_50_49 AM3392953915821076540.jpg	others-designer-fashion-bags-tier-001.jpg	yes	others
akku_sassy_classy_post_6_18_2024_11_50_49 AM3392953915938620139.jpg	others-mini-caramel-cheesecake-002.jpg	yes	others
akku_sassy_classy_post_6_18_2024_11_50_49 AM3392953915955384632.jpg	others-designer-akku-luxury-bags-003.jpg	yes	others
bakers.fresh_post_10_12_2020_11_08_24 AM2418109224275675991.jpg	others-silver-rose-geode-tier-004.jpg	yes	others
bakers.fresh_post_11_12_2022_2_05_16 PM2969752574834214900.jpg	others-blue-buttercream-floral-005.jpg	yes	others
bakers.fresh_post_11_16_2022_3_53_26 PM2972706125101205528.jpg	others-black-gold-drip-tier-006.jpg	yes	others
bakers.fresh_post_11_24_2019_10_40_39 PM2184355081523938760.jpg	others-quit-smoking-novelty-007.jpg	yes	others
bakers.fresh_post_12_1_2023_1_55_39 PM3248061613836146930.jpg	others-pastel-mint-pink-drip-008.jpg	yes	others
bakers.fresh_post_1_10_2024_3_34_25 PM3277102355896243817.jpg	others-mother-newborn-figurine-009.jpg	yes	others
bakers.fresh_post_2_19_2022_3_42_31 PM2777011182953652613.jpg	others-orange-glazed-lotus-010.jpg	yes	others
bakers.fresh_post_3_24_2023_4_43_08 PM3065502429235179681.jpg	others-turquoise-rose-spiral-2tier-011.jpg	yes	others
bakers.fresh_post_4_18_2021_4_44_34 PM2554536259746102377.jpg	others-vodka-bottle-luxury-noir-012.jpg	yes	others
bakers.fresh_post_4_1_2023_6_16_50 PM3071347797769609353.jpg	others-gold-silver-foil-rose-3tier-013.jpg	yes	others
bakers.fresh_post_4_20_2021_11_26_41 PM2556188203959127144.jpg	others-gold-white-rose-luxury-3tier-014.jpg	yes	others
bakers.fresh_post_4_23_2023_10_23_54 PM3087417213685654802.jpg	others-golden-crown-rose-3tier-015.jpg	yes	others
bakers.fresh_post_5_11_2023_2_35_44 PM3100227544740971624.jpg	others-chocolate-whiskey-beer-drip-016.jpg	yes	others
bakers.fresh_post_6_14_2019_11_33_48 PM2066243393935552840.jpg	others-geode-blue-green-designer-017.jpg	yes	others
bakers.fresh_post_6_14_2019_11_49_48 PM2066251446470583203.jpg	others-geode-green-blue-mirror-018.jpg	yes	others
bakers.fresh_post_6_15_2021_10_52_59 AM2596396293530379777.jpg	others-blue-geode-mirror-glaze-019.jpg	yes	others
bakers.fresh_post_6_16_2022_10_20_17 AM2861647755924427949.jpg	others-yellow-ice-cream-cone-drip-020.jpg	yes	others
bakers.fresh_post_6_1_2020_10_52_57 AM2321706275794993447.jpg	others-pubg-themed-cake-021.jpg	yes	others
bakers.fresh_post_6_23_2019_4_33_32 PM2072554850406993438.jpg	others-modern-geode-cake-022.jpg	yes	others
bakers.fresh_post_6_5_2020_1_59_10 PM2324699104939009954.jpg	others-luxury-metallic-geodes-023.jpg	yes	others
bakers.fresh_post_6_7_2020_2_40_11 PM2326169302015496223.jpg	others-luxury-metallic-geodes-024.jpg	yes	others
bakers.fresh_post_7_16_2020_3_28_12 PM2354459720956153172.jpg	others-kitkat-wrap-chocolate-candy-025.jpg	yes	others
bakers.fresh_post_7_19_2019_7_06_55 PM2091476216547896941.jpg	others-chocolate-white-swirl-modern-026.jpg	yes	others
bakers.fresh_post_7_31_2020_12_45_17 PM2365249359572734829.jpg	others-ice-cream-cone-chocolate-027.jpg	yes	others
bakers.fresh_post_8_18_2019_3_44_25 PM2113117565831214375.jpg	others-red-velvet-rose-product-slice-028.jpg	yes	others
bakers.fresh_post_8_25_2025_6_47_49 PM3706991706903694352.jpg	others-multicolor-panel-designer-029.jpg	yes	others
bakers.fresh_post_9_17_2021_9_23_32 PM2664842573084271860.jpg	others-red-hijab-figure-030.jpg	yes	others
bakers.fresh_post_9_17_2021_9_23_32 PM2664842573101114839.jpg	others-red-hijab-figure-variant-031.jpg	yes	others
bakers.fresh_post_9_17_2021_9_23_32 PM2664842573109306806.jpg	others-red-hijab-figure-alt-032.jpg	yes	others
bakers.fresh_post_9_3_2021_4_54_56 PM2654560528265502790.jpg	others-feather-rock-designer-033.jpg	yes	others
bakers.fresh_post_11_8_2022_10_39_49 PM2967112451699068834.jpg	pastries-red-velvet-pastry-slice-001.jpg	yes	pastries
bakers.fresh_post_11_8_2022_11_05_50 PM2967125547868052864.jpg	pastries-pistachio-cream-pastry-002.jpg	yes	pastries
bakers.fresh_post_11_9_2022_12_14_06 PM2967522299878168702.jpg	pastries-almond-mango-cream-pastry-003.jpg	yes	pastries
bakers.fresh_post_1_23_2023_2_33_41 PM3021950735029404051.jpg	pastries-lotus-biscoff-mini-cheesecake-004.jpg	yes	pastries
bakers.fresh_post_2_3_2023_3_37_35 PM3029955426457779670.jpg	pastries-mocha-cream-cake-slice-005.jpg	yes	pastries
bakers.fresh_post_7_10_2023_12_01_18 PM3143636355501274257.jpg	pastries-chocolate-cheesecake-slice-006.jpg	yes	pastries
bakers.fresh_post_2_22_2023_1_33_06 PM3043663507514952704.jpg	photo-print-teal-white-portrait-cake-001.jpg	yes	photo-print
bakers.fresh_post_6_23_2019_8_34_15 PM2072676004111061152.jpg	photo-print-fathers-day-photo-cake-002.jpg	yes	photo-print
bakers.fresh_post_7_19_2019_10_33_29 PM2091580183092935389.jpg	photo-print-chocolate-ribbon-photo-face-003.jpg	yes	photo-print
bakers.fresh_post_11_11_2022_7_44_14 PM2969198407031894534.jpg	wedding-pink-rosette-couple-tier-001.jpg	yes	wedding
bakers.fresh_post_2_10_2022_6_34_58 PM2770574992625336460.jpg	wedding-pink-butterfly-three-tier-002.jpg	yes	wedding
bakers.fresh_post_3_14_2023_10_38_18 AM3058071042836212901.jpg	wedding-white-pink-bride-groom-003.jpg	yes	wedding
bakers.fresh_post_4_23_2023_11_49_26 PM3087460267989894911.jpg	wedding-gold-pink-gradient-rings-004.jpg	yes	wedding
bakers.fresh_post_4_23_2023_5_57_19 PM3087283035459687379.jpg	wedding-blush-pink-rose-white-3tier-005.jpg	yes	wedding
bakers.fresh_post_4_26_2023_4_53_14 PM3089425114646278933.jpg	wedding-crown-gold-floral-2tier-006.jpg	yes	wedding
bakers.fresh_post_5_15_2022_3_06_30 PM2838598992952905434.jpg	wedding-white-pearl-engaged-two-tier-007.jpg	yes	wedding
bakers.fresh_post_6_21_2022_9_18_43 AM2865240649982927343.jpg	wedding-turquoise-pillared-cake-008.jpg	yes	wedding
bakers.fresh_post_8_10_2023_12_36_39 PM3166122195758578273.jpg	wedding-turquoise-blue-roses-formal-009.jpg	yes	wedding
akku_sassy_classy_post_6_18_2024_11_50_49 AM3392953915821142726.jpg	gucci-watch-001.jpg	no	non-cake
akku_sassy_classy_post_6_18_2024_11_50_49 AM3392953915821152544.jpg	woman-night-view-002.jpg	no	non-cake
akku_sassy_classy_post_6_18_2024_11_50_49 AM3392953915947015187.jpg	chocolate-hamper-003.jpg	no	non-cake
akku_sassy_classy_post_6_18_2024_11_50_49 AM3392953915972162427.jpg	woman-balcony-night-004.jpg	no	non-cake
bakers.fresh_post_10_28_2019_12_44_28 PM2164486074142564218.jpg	diwali-greeting-graphic-005.jpg	no	non-cake
bakers.fresh_post_10_28_2019_12_44_42 PM2164486189251075273.jpg	storefront-diwali-006.jpg	no	non-cake
bakers.fresh_post_11_15_2019_8_10_30 PM2177756531427946181.jpg	bakers-fresh-baptism-promo-007.jpg	no	non-cake
bakers.fresh_post_11_18_2019_11_23_06 PM2180027793449788106.jpg	cream-roll-shelf-008.jpg	no	non-cake
bakers.fresh_post_11_18_2019_11_23_06 PM2180027793466654069.jpg	cookie-display-shelf-009.jpg	no	non-cake
bakers.fresh_post_11_18_2019_11_23_06 PM2180027793474961012.jpg	cake-display-cabinet-010.jpg	no	non-cake
bakers.fresh_post_11_18_2019_11_23_06 PM2180027793483307383.jpg	bakery-interior-balloons-011.jpg	no	non-cake
bakers.fresh_post_11_4_2021_1_31_02 PM2699394000154196412.jpg	diwali-festival-graphic-012.jpg	no	non-cake
bakers.fresh_post_11_8_2019_4_16_19 PM2172565235327464069.jpg	rusk-product-graphic-013.jpg	no	non-cake
bakers.fresh_post_12_18_2022_1_23_44 PM2995823600317607590.jpg	morning-bite-cookies-pack-014.jpg	no	non-cake
bakers.fresh_post_12_25_2025_2_05_22 PM3795272181429904239.jpg	christmas-promo-graphic-015.jpg	no	non-cake
bakers.fresh_post_12_30_2021_12_48_43 AM2739597753318674869.jpg	special-cake-promo-016.jpg	no	non-cake
bakers.fresh_post_12_4_2020_12_53_11 AM2456212689392666783.jpg	anniversary-cake-promo-017.jpg	no	non-cake
bakers.fresh_post_2_2_2023_2_17_19 PM3029190249781341178.jpg	momo-steamer-product-018.jpg	no	non-cake
bakers.fresh_post_6_18_2019_10_06_29 AM2068736157537485641.jpg	marketing-poster-bakery-019.jpg	no	non-cake
bakers.fresh_post_6_20_2019_11_11_12 PM2070580673479300119.jpg	marketing-graphic-020.jpg	no	non-cake
bakers.fresh_post_6_22_2019_9_38_03 AM2071620951485125793.jpg	diwali-marigold-setup-021.jpg	no	non-cake
bakers.fresh_post_6_22_2019_9_38_03 AM2071620951501943539.jpg	storefront-balloons-022.jpg	no	non-cake
bakers.fresh_post_6_22_2019_9_38_03 AM2071620951510202180.jpg	bakery-display-case-023.jpg	no	non-cake
bakers.fresh_post_6_23_2020_1_58_45 PM2337744860021105255.jpg	rath-yatra-greeting-024.jpg	no	non-cake
bakers.fresh_post_6_24_2019_4_43_40 PM2073284725237466962.jpg	chocolate-mousse-dessert-025.jpg	no	non-cake
bakers.fresh_post_6_5_2020_1_54_18 PM2324696658443241500.jpg	chocolate-mousse-cups-026.jpg	no	non-cake
bakers.fresh_post_8_11_2019_4_58_10 PM2108081257073302758.jpg	eid-al-adha-greeting-graphic-027.jpg	no	non-cake
bakers.fresh_post_8_12_2019_3_42_30 PM2108767944279428285.jpg	azadi-mahotsav-promotional-graphic-028.jpg	no	non-cake
bakers.fresh_post_8_14_2022_11_29_18 PM2904806644317549932.jpg	independence-day-greeting-029.jpg	no	non-cake
bakers.fresh_post_8_15_2019_8_21_45 AM2110720437452366459.jpg	storefront-marketing-graphic-030.jpg	no	non-cake
bakers.fresh_post_9_29_2019_11_21_11 PM2143788040764597144.jpg	paneer-tikka-promo-031.jpg	no	non-cake
bakers.fresh_post_9_7_2019_4_09_06 PM2127625500846302936.jpg	instagram-promo-graphic-032.jpg	no	non-cake
